,아이디,댓글 내용
821,  king side,맞짱 발리는 주탄태씨
822,  영선,천수지구 포기각서 쓸때 이름이 나애교 라고 되어있네..?
823,  유튜븅,주단테도  과거는  그사람들이 너무 하지만 그렇다고  삐틀어지는것도  않인것같아요.
824,  라젠카,최고의 한방은 늘 심수련이네..
825,  김지환입니다!,강마... 강마리 악마 줄임말인가
826,  엑스칼리버,느므느므 잼있다 펜하 스핀오프도 만들어라
827,  조은 라이트,강마 가강강 강마 가강강 강마강마강마강마
828,  이다엘,삼마마님중에 해연그룹 회장님이 그렇게 쎈 분이신건가요? 영향력이?
829,  기억의집착미지의동경,주단태는 불사조야?
830,  징징,어...여기 거기네요? 악마판사에서 언니들이랑 놀던데!?
831,  벨롱이,유진 조만간 나오겠네
832,  YouTube언지,😆
833,  박연화,저거 강마리아니고  제시카임 그리고 나애교는 나애교를 한 심수련이고
834,  멜로디,24시간 1억 12시간 3억 1시간 5억 그래서 누가 5억 가져갔어요?
835,  건들지마 짜증나니까 ᄒ,누구인지 중요 하지는 않죠..
836,  o d,짭단태는 속쌍행..
837,  O Baekhyun,규진이는 어쩜 저런 여성스러운 옷도 잘어울려
838,  …,수련:악마는 악마가 상대해야지애교:미친개는 미친개가상대해야지
839,  리버풀,그럼 유동필도 유기죄로 감옥 가겠네
840,  KOREA,8화는 결방이라는 사실
841,  그애그 이,달리는 주단태 위에 제트기타고 하늘위로 나는 심수련
842,  조은 라이트,시능경 강말이
843,  MAGA2022,죄앙아보고있나?...
844,  ai MARIN,이 영상 하나가 대한민국의 실채다.
845,  짹짹,홍설
846,  yooringonghan,"근데 ""제시카""가 순옥 前前作 ""언닌살"" 민들레 마담 코스프레 당하는 추태수 씬 나만의 생각...?그리고 규지니,하썅놈 백댄서 사이드잡 언제 하겠니?"
847,  최강,줴ssi콰
848,  은서,3
849,  김나윤,3
850,  Sergio Ramos,알렉스리는 왜 한번 나오고 안나오는거지?
851,  왜글애,악마판사랑 같은곳 썼네
852,  쿠키모온스으터,도대체 하윤철은 뭔 계획임?
853,  임희주,악마는 악마가 잡아야죠
854,  박지민,다음화 넘기대해야될 걸?
855,  치링치링,아니 남자vs여자냐고
856,  박지민,"제시카 ㅋ,,,,,,뭐지"
857,  본오동뚱냥이,마리수련조합이 이렇게 좋을줄은 몰랐어
858,  김대웅,심수련 이세상미모가 아니다
859,  ᄒ흐,잘싸워야되는구나..
860,  조규현,주단태  바이루
861,  난 이름이 없음,강마리는 대체 몇번을 왔다갔다하는거냐 ㅋㅋㅋㅋㅋㅋ 시즌1에서 악연이였다가 사즌2에서 오윤희랑 같이 팀먹다가 갑자기 또 고상아로 가다가 갑자기 또 심수련한태 간다고...??? ㅋㅋㅋㅋㅋ
862,  Chris Hong,줄타기의 달인
863,  K지유니,➡️주단태 여동생은 혜인이엄마(죽였음)➡️혜인이두 조카인줄 모르고죽이려했음➡️친아들은 석훈(유준상 아들인줄알고 학대함)모든사실 알게되서후회하지만이미 엎지러진물모든거 잃구(천당 연옥 지옥경험하고 죽음  ⬅️단테의신곡)아마도 끝은 돈만 밝히고악마로 살다정작 가까운 혈연을 잃고후회할듯여....😱펜트에서 떨어져 죽거나석훈이 손에 죽음~~!!
864,  보밤잉,"머리도 스포 있는듯?심수련(긴머리)- 선나애교(단발)-악?오윤희 시즌1 (단발)- 악오윤희 시즌2 (장발)- 선주석경 시즌1 (장발(로나를 속이기 위해서지만 로나한테 잘 대해줌))- 선(?)주석경 시즌2,3 (단발)- 악약간 요런 늑힘,,?"
865,  쿠쿠,수련마리가 친해?진게 이번이 처음이 아니에요시즌1 대본집에서 보니까 수련이가 헤라클럽사람들한테 혜인이 죽은거라고 말하자마리가 언니라고 부르라하고 수련이가 마리한테 언니한테 말하고 도움된다고 했던 대사도 있었어요
866,  악플러는살인자나가디져라,아니 그노무 나애교분장은 왜 하는거야? 나애교 죽었는데
867,  Tobacco,강마리 가위 꺼내라고
868,  픂퓨,강마리가 제시카라서 유제니가 제니인가?
869,  Sukhyon Lee,나애교는 살아있다
870,  백 설 기 🦢,강마리+심수련=마수
871,  권경,송회장 겁쟁이강아지커리지 할아버지 엄마랑 말하는거 똑같다
872,  pharm Dr,오윤희가 민설아 죽인 건 맞는거에요? 아니 근데 자기 딸을 죽인 사람을 저렇게 감싸는거 진짜 이해안됨. 아무리 친동생 같았다고 해도 말안됨. 그리고 살인자 오윤희가 죄 값도 다 안치르고(심수련이 중간에서 꺼내줌) 정의를 지키는 것 도 이해 안됨. 오윤희가 민설아 안죽였어야 가능함
873,  Store Stire,أين الترجمة! ؟
874,  로그,강마리 숲의아이로 컴백했네
875,  찌르르,9
876,  WTEMP,주단태가 나비문신 한번 봤으면좋겠다
877,  이지형,이제 애교 노릇?
878,  피제스,0:01. 2:54.  3:54. 5:10 5:16.  6:12. 8:01.  8:31. 10:04. 13:46. 14:44
879,  윤현동,수련님안녕하세요
880,  Julianto Oyek,Nga bisa bahasa korea
881,  zrrn shnm123,Tavana kuvvet su ryeon 💪
882,  채흔맛쿠키,12:10 이때는 주단태아니고 엄기준인거같은데...
883,  sa sa,Love this power duo!!!
884,  Romarico Robert Doctura,She (Kang Marie) finally used her trump card…
885,  안혜림,"윤희도 살아오려나?펜트하우스인데,"
886,  ᆞNemesis Covington,오윤희는 죽은듯 시즌3이 끝임
887,  SNOW,이 드라마는 엄청 오묘함. 로나랑 설탕이빼곤 악역들인데 상대적으로 강한 악역이 있고 상대적으로 덜한 악역이 있어서 사람들이 비교적 덜 악한 캐릭터들을 응원함. 권선징악 드라마는 더이상 없는듯... 그렇다고 시즌1부터 보면 너무 극혐이라 개과천선이라는 말도 역겨움. 그저 자기 상황이 들켜서 변한것일 뿐... 민설아 살려내~
888,  이현,걍 노잼됨
889,  전영진,보톡스 티 너무나는건 나만그래?
890,  천서진발닦개,누구?? 이지아배우님? 아님 신은경 배우님???
891,  H J,1
892,  나만 혼자야 뽀또,ㅊ
893,  이민재,자! 일단 윤희누님을 살려내자!
894,  다혈질 인간,19초전
895,  다혈질 인간,오윤희는 안죽음
896,  Maria Matto,POR FIN SSR LE DIO SU MERECIDO A ESTE PSICOPATA😡😡😡
897,  Natalie배시애,Shim su ryeon is Shim su ryeon not na ae gyo
898,  지수,제발 썸네일 폰트는 이렇게 말고 항상 편집하던 거대로 해주세요ㅠㅠ
899,  ninth z,Why there is no subtitles 🥺
900,  Mae ann Gomez,Ha yoo chul
901,  erlina nuraini,SBS please give me BTS of this episode
902,  징쨩,여기까지 와서 그러고 싶진 않지만 그래서 우리 록련 언제 이어준다고요??지금 그걸 2주동안이나 기다리라는 말.씀 이신거죠?
903,  RIYA SHAH,can anyone translate this in english please
904,  조승호,심수련과 나애교가 합쳐졌는데 말이 필요 없지삼마마의 지지를 받는 행동대장 강마리까지
905,  little tree,도해건설 대표 ㅎㄷㄷ
906,  bhevz Bautista,Penthouse and Sbs please bring back oh yoon hee.😔😢😢😢😢😭😭Shim and rona need ohyoon hee Plead😭😭😭.jebal
907,  이은금,심수련 존멋이네
908,  로이번 리,주석훈 너는 이제부터 배신자야 로건의 동생으로 말하지 어떻게든 넌 불행해질거야 그 방법이 무엇이든
909,  이현우,심수련은 주단테 말을 듣지 않았어!
910,  Infamous Bitch Face,Is the doctor Ha rly working for Joo?
911,  little tree,이제 강마리 .펜트하우스에 사우나 열겠네요 삼마님이 그리로 옮겨주실듯요
912,  ᄀᄄ,순옥킴은 우릴 실망 시키지않아 분명 강마리 심수련 연합 깨질거야 ….
913,  Sweet Madeen Sabellina,English subtitles please
914,  Farra Rachel,6:50 Hi Princess Merida 😂
915,  Hazel Degullacion,I'm watching this and didn't understand what there saying please SBS put subtitles on it coz many non korean are watching this
916,  Auni B,Hope for eng sub🥴
917,  Roxanne Barcenilla,watching from the Philippines
918,  더브라위너,심수련 아빠가 단태의 집을 부셨다.
919,  유남순,강마리  뭔가  심수련 배신할거갔음......
920,  무야호홍준표,그치 주단태 넣어봣자 나오는 무능한법현정권 조국사태부터 계속 문제만 있는 것과 똑같구만 스브스 이제보니 문재인 안티구만~ㅋㅋㅋㅋ문재인 탄핵밑 무기징역 가즈아~
921,  sbt_fern,"SBS, English Subtitle juseyo"
922,  Esmanur Baykara,Tür sub
